Event Title,Appearances
b'Introducing Hishi Amazon!',"b'Biko Pegasus, Bono and Biko, Fuji Kiseki, Hishi Akebono, Hishi Amazon, Miho Student, Monologue, Ritto Student, Underclassmen'"
b'Before the Debut',b'Hishi Amazon'
b'After the Debut: The One I Want to Beat',"b'Announcer, Hishi Amazon, Monologue, Narita Brian'"
b'Before the Hanshin J.F.',"b'Hishi Amazon, Miho Student A, Miho Student B, Monologue'"
b'After the Hanshin J.F.: Runner to Watch',"b'Hishi Amazon, Miho Student A, Miho Student B, Miho Students, Monologue, Reporter A, Reporter B'"
"b""New Year's Resolutions""","b'Hishi Amazon, Monologue'"
b'Strong and Noble',"b'Event Commentator, Hishi Amazon, Narita Brian, Symboli Rudolf, Umamusume A, Umamusume B'"
b'Our One-on-One',"b'Hishi Amazon, Library Assistant'"
b'Before the Oka Sho',"b'Caster, Fan A, Fan B, Hishi Amazon'"
b'After the Oka Sho: To the Next Tiara',"b'Hishi Amazon, Monologue'"
b'Before the Japanese Oaks',"b'Fan A, Fan B, Hishi Amazon, Monologue'"
b'After the Japanese Oaks: To the Final Tiara',"b'Fan A, Fan B, Hishi Amazon, Monologue'"
b'Summer Camp (Year 2) Begins!',"b'El Condor Pasa, Grass Wonder, Hishi Amazon, Mejiro Dober, Seiun Sky'"
b'At Summer Camp (Year 2)',"b'Caster, Fan A, Hishi Amazon, Miho Student A, Miho Student B, Narita Brian, Scrimmage Racer, Umamusume A, Umamusume B'"
b'Summer Camp (Year 2) Ends',"b'Hishi Amazon, Monologue, Zenno Rob Roy'"
b'Before the Shuka Sho',"b'Fan A, Fan B, Hishi Amazon, Monologue'"
b'After the Shuka Sho: To Where She Is',"b'Fan A, Fan B, Hishi Amazon, Interviewer, Monologue, Narita Brian'"
b'After the Shuka Sho: Triple Tiara',"b'Caster, Fan A, Fan B, Hishi Amazon, Interviewer, Monologue, Narita Brian, Reporter'"
b'Before the Arima Kinen',"b'Fan A, Fan B, Hishi Amazon, Monologue'"
"b'After the Arima Kinen: Victory, But...'","b'Caster, Fan A, Fan B, Hishi Amazon, Monologue'"
b'After the Arima Kinen: Unchanging Strength',"b'Caster, Fan A, Fan B, Hishi Amazon'"
b'After the Arima Kinen: Unchanging Strength',"b'Fan A, Fan B, Hishi Amazon'"
"b""New Year's Shrine Visit""","b'Hishi Amazon, Monologue'"
b'Raffle Time!',"b'Hishi Amazon, Raffle Clerk'"
"b""Valentine's Day""",b'Hishi Amazon'
b'Before the Osaka Hai',"b'Caster, Hishi Amazon'"
b'After the Osaka Hai: All or Nothing',"b'Caster, Fan A, Fan B, Hishi Amazon'"
b'The One I Want to Overtake',"b'Announcer, Hishi Amazon, Narita Brian, Passerby A, Passerby B'"
b'Fan Fest',"b'Event Commentator, Fuji Kiseki, Hishi Amazon, Hishiama and Fuji, Miho Student, Oguri Cap, Ritto Student'"
b'Before the Yasuda Kinen',"b'Fan A, Fan B, Hishi Amazon, Interviewer, Monologue'"
b'After the Yasuda Kinen: To the Fiery Battlefield',"b'Caster, Fan A, Fan B, Hishi Amazon'"
b'Summer Camp (Year 3) Begins!',b'Hishi Amazon'
b'Summer Camp (Year 3) Ends',"b'Hishi Amazon, Inari One, Nakayama Festa, Rice Shower, Yukino Bijin'"
b'Narita Brian',"b'Hishi Amazon, Narita Brian, Symboli Rudolf, Umamusume Student A, Umamusume Student B'"
b'An Unchanging Pair',"b'Caster, Fan A, Fan B, Hishi Amazon, Interviewer, Narita Brian, Passerby A, Passerby B, Reporter A, Reporter B'"
b'Before the Japan Cup',"b'Fan A, Fan B, Hishi Amazon, Monologue, Narita Brian'"
b'After the Japan Cup: On to the One-on-One',"b'Caster, Fan A, Fan B, Hishi Amazon, Narita Brian'"
b'Holiday Season',"b'Hishi Amazon, Monologue'"
b'Before the Arima Kinen',"b'Fan A, Fan B, Hishi Amazon, Monologue, Narita Brian'"
b'After the Arima Kinen: Her Shadow',"b'Caster, Fan A, Fan B, Hishi Amazon, Narita Brian'"
b'Hot Spring Getaway',"b'Hishi Amazon, Monologue'"
b'Ending (Normal)',"b'Hishi Amazon, Monologue'"
b'Nearby Flame',"b'Hishi Amazon, Passerby A, Passerby B'"
b'An Unchanging Pair',"b'Caster, Monologue'"
b'Ready for a Challenge',b'Hishi Amazon'
b'Not This Time!',b'Hishi Amazon'
b'Claw Machine!',b'Hishi Amazon'
b'Claw Machine: Great Success!',"b'Hishi Amazon, Monologue'"
b'Claw Machine: Success!',"b'Hishi Amazon, Monologue'"
b'Claw Machine: Failure...',b'Hishi Amazon'
b'Claw Machine: Great Success!',"b'Hishi Amazon, Monologue'"
b'Claw Machine: Success!',"b'Hishi Amazon, Monologue'"
b'Master Trainer',b'Hishi Amazon'
b'Dance Lesson',"b'Fuji Fans, Fuji Kiseki, Hishi Amazon'"
b'Fan Letter',b'Hishi Amazon'
"b""Hishiama's Weakness?""","b'Hishi Amazon, Monologue'"
"b""Hishiama's Responsibility!""",b'Hishi Amazon'
"b""Even Hishiama Can't Win?""","b'Hishi Amazon, Miho Student A, Miho Student B, Monologue'"
"b""Hishiama's Dorm-Leader Breakfast""","b'Hishi Amazon, Twin Turbo, Umamusume A, Umamusume B'"
"b""Hishiama's Needlework""","b'Hishi Amazon, Miho Student A, Monologue'"
"b""Hishiama's Foraging""","b'Hishi Amazon, Miho Student A'"
b'Blazing Memories',"b'Hishi Amazon, Shop Assistant'"
b'Cool and Fiery Sisters',"b'Biwa Hayahide, Hishi Amazon, Narita Brian'"
b'Torrential Passion',b'Hishi Amazon'
"b""Hishiama's Special View""",b'Hishi Amazon'
b'Hishiama and the Arts',b'Hishi Amazon'
b'Dorm Leader to the Rescue!',"b'Dorm Residents, Hishi Amazon, Manhattan Cafe, Mejiro Ryan, Miho Student A, Miho Student B, Monologue, Mouse, Sakura Bakushin O, Shinko Windy'"
b'Tactical Recipes',"b'Biko Pegasus, Female Shopper, Hishi Amazon'"
b'Night Owl',"b'Hishi Amazon, Monologue'"
b'Skin Troubles',b'Hishi Amazon'
b'Race Fatigue',b'Hishi Amazon'
b'After Repeated Races...',b'Hishi Amazon'
b'Victory!',b'Hishi Amazon'
b'Solid Showing',b'Hishi Amazon'
b'Defeat',b'Hishi Amazon'
b'No More Losing!',"b'Hishi Amazon, Monologue'"
b'Sleep Deprived',"b'Hishi Amazon, Monologue'"
b'All Refreshed',"b'Hishi Amazon, Monologue'"
b'Well-Rested!',"b'Hishi Amazon, Monologue'"
b'Praying at the Shrine!',"b'Hishi Amazon, Narita Brian'"
b'Slacking Off',"b'Hishi Amazon, Miho Student, Monologue'"
b'Get Well Soon!',"b'Hishi Amazon, Monologue'"
"b""Don't Overdo It!""","b'Hishi Amazon, Monologue'"
b'At the Infirmary',"b'Food Monster, Hishi Amazon, Hishiama Bike, Ingredients, Miho Student A, Miho Student B, Monologue'"
b'Extra Training',"b'Biko Pegasus, Hishi Amazon'"
b'Back in Shape!',"b'Hishi Amazon, Mayano Top Gun'"
b'The Magic of Sweets?',"b'Fuji Kiseki, Hishi Amazon'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Hishi Amazon, Monologue, Sasami Anshinzawa'"
b'A Nostalgic Flavor',"b'Hishi Amazon, Miho Student'"
b'Migraine Blues',b'Hishi Amazon'
b'Another Level',b''
b'One-on-One! Gangster! Racewear!',"b'Hishi Amazon, Racewear Designer'"
b'Friend or Rival?',"b'Hishi Amazon, Narita Brian'"
"b""It's Showtime""","b'???, Biko Pegasus, Fuji Kiseki, Mayano Top Gun, Monologue'"
b'Miracle Worker',"b'Fuji Kiseki, Junior Student A, Monologue, New Trainer A, Skilled Trainer A, Spectators'"
b'Never Enough',"b'Fuji Kiseki, Hishi Amazon, Junior Student A, Junior Student B, Junior Student C, Monologue, Umamusume Junior A, Umamusume Junior B, Umamusume Junior C'"
b'The Show Must Go On',"b'Biko Pegasus, Caster, Fuji Kiseki, Hishi Amazon, Junior Runner C, Junior Students, Mayano Top Gun, Monologue'"
b'What Dreams Are Made Of',"b'Fuji Kiseki, Junior Student'"
b'The Brightest Star',"b""Fuji Kiseki, Fuji's Childhood Friend, Monologue"""
b'Watch Me',"b'???, Fuji Kiseki, Monologue'"
b'Introducing Fuji Kiseki!',"b""Agnes Tachyon, Fuji Fan A, Fuji Fan B, Fuji Fans, Fuji Kiseki, Fuji's Mother, Spectator A, Spectator B, Young Fuji"""
b'Before the Debut',"b'Announcer A, Announcer B, Fuji Kiseki'"
b'After the Debut: Hope Ignited',"b'Fuji Kiseki, Interviewer, Reporters, Spectator A, Spectator B'"
b'Before the Asahi Hai F.S.',"b'Fuji Kiseki, Monologue'"
b'After the Asahi Hai F.S.: Passionate Expectations',"b'Fuji Kiseki, Monologue, Reporter A, Spectator A, Spectator B'"
"b""New Year's Resolutions""",b'Fuji Kiseki'
b'Before the Yayoi Sho',"b'Fuji Kiseki, Spectator A, Spectator B'"
b'After the Yayoi Sho: A Surprise for You',"b'Caster, Fuji Kiseki, Spectator A, Spectator B'"
b'Before the Satsuki Sho',"b'Curren Chan, Fuji Kiseki, Smart Falcon, Special Week'"
b'After the Satsuki Sho: Two Possibilities',"b'Agnes Tachyon, Caster, Fuji Kiseki, Spectator A, Spectator B'"
b'After the Satsuki Sho: Two Possibilities',"b'Agnes Tachyon, Fuji Kiseki, Spectator A, Spectator B'"
b'Act 1: Smile',"b""Dark-haired Umamusume, Fuji Kiseki, Fuji's Mother, Passerby A, Passerby B, Reporter A, Reporter B"""
b'Before the NHK Mile C.',"b'Dark-haired Umamusume, Fuji Fan Club Member A, Fuji Kiseki, Spectator A, Spectator B'"
b'After the NHK Mile C.: Toward Greater Heights',"b'Caster, Dark-haired Umamusume, Fuji Fan Club Member A, Fuji Fan Club Member B, Fuji Kiseki, Monologue'"
b'Before the Japanese Derby',"b'Dark-haired Umamusume, Fuji Kiseki, Interviewer, Rito Dorm Resident A, Rito Dorm Resident B, Rito Dorm Resident C'"
b'After the Japanese Derby: Toward Greater Heights',"b'Caster, Dark-haired Umamusume, Fuji Fan Club Member A, Fuji Fan Club Member B, Fuji Kiseki, Monologue, Spectator A, Spectator B, Spectator C'"
b'Summer Camp (Year 2) Begins!',"b'Daiwa Scarlet, Fuji Kiseki, Rito Dorm Residents, Special Week, Tokai Teio, Vodka'"
b'At Summer Camp (Year 2)',"b'Fuji Fans, Fuji Kiseki, Monologue'"
b'Summer Camp (Year 2) Ends',"b'Agnes Digital, Fuji Kiseki, Marvelous Sunday, Rito Dorm Residents'"
b'Before the Kikuka Sho',"b'Fuji Fan, Fuji Fan Club Member, Fuji Kiseki, Mayano Fan, Mayano Top Gun, Monologue, Spectator A, Spectator B'"
b'After the Kikuka Sho: A Happy Ending',"b'Caster, Dark-haired Umamusume, Fuji Fan Club Members, Fuji Kiseki, Spectator A, Spectator B, Spectators'"
b'After the Kikuka Sho: Still a Happy Ending',"b'Caster, Dark-haired Umamusume, Fuji Fan Club Members, Fuji Kiseki, Monologue, Spectator A, Spectator B, Spectators'"
b'After the Kikuka Sho: Still a Happy Ending',"b'Dark-haired Umamusume, Fuji Fan Club Members, Fuji Kiseki, Spectator A, Spectator B, Spectators'"
b'Before the Mile Ch.',"b'Biko Pegasus, Fuji Kiseki, Hishi Akebono, Monologue, Spectator A, Spectator B'"
b'After the Mile Ch.: A Happy Ending',"b'Biko Pegasus, Dark-haired Umamusume, Fuji Kiseki, Hishi Akebono, Monologue, Spectator A, Spectator B, Spectators'"
"b'Act 2: Tonight, the World Is Wild'","b'Dark-haired Umamusume, Fuji Kiseki, Passerby A, Passerby B, Umamusume Expert'"
"b""New Year's Shrine Visit""","b'Fuji Kiseki, Passerby A, Passerby B, Passerby C, Shopkeeper A'"
b'Raffle Time!',"b'Fuji Kiseki, Raffle Clerk'"
"b""Valentine's Day""","b'Fuji Fan Club Member, Fuji Kiseki, Students, Umamusume Fan A, Umamusume Fan B'"
b'Before the Takamatsunomiya Kinen',"b'Announcer A, Fuji Kiseki'"
b'After the Takamatsunomiya Kinen: Ever Further',"b'Caster, Fuji Fan Club Member, Fuji Kiseki, Spectator A, Spectator B'"
b'After the Takamatsunomiya Kinen: Ever Further',"b'Caster, Fuji Fan Club Member, Fuji Kiseki, Spectator A, Spectator B'"
b'Fan Fest',"b'Audience, Fuji Fans, Fuji Kiseki, Hishi Amazon, Monologue'"
b'Before the Yasuda Kinen',"b'Fuji Fan Club Member A, Fuji Fan Club Members, Fuji Kiseki, Hishi Amazon, Monologue, Reporter, Spectator A, Spectator B'"
b'After the Yasuda Kinen: A Definite Change',"b'Fuji Fan Club Members, Fuji Kiseki, Hishi Amazon, Monologue, Spectator A, Spectator B'"
b'Act 3: A Rose by Any Other Name',"b'Dark-haired Umamusume, Fuji Kiseki, Monologue, Spectator A, Spectator B'"
b'Summer Camp (Year 3) Begins!',b'Fuji Kiseki'
b'Summer Camp (Year 3) Ends',b'Fuji Kiseki'
"b""Act 4: You're Beautiful""","b""Fuji Kiseki, Fuji's Mother, Monologue"""
b'Act 5: As You Like It',"b""Cafe Patrons, Fuji Kiseki, Fuji's Mother, Monologue, Waiter"""
b'Before the Tenno Sho (Autumn)',"b'Fuji Fan A, Fuji Fan B, Fuji Kiseki, Interviewer'"
b'After the Tenno Sho (Autumn): Resumption',"b'Caster, Fuji Fan Club Member A, Fuji Fan Club Member B, Fuji Kiseki'"
b'Holiday Season',"b'Fuji Kiseki, Monologue'"
b'Before the Arima Kinen',"b'Fuji Fan Club Member A, Fuji Fan Club Members, Fuji Kiseki, Interviewer, Monologue, Spectator A, Spectator B'"
b'After the Arima Kinen: Beyond Dreams',"b""Fuji Fan Club Member A, Fuji Fan Club Member B, Fuji Kiseki, Fuji's Mother, Monologue, Spectator A"""
b'After the Arima Kinen: Beyond Dreams',"b""Fuji Fan Club Member A, Fuji Fan Club Member B, Fuji Kiseki, Fuji's Mother, Monologue, Spectator A"""
b'Hot Spring Getaway',"b'Fuji Kiseki, Monologue'"
b'Ending (Normal)',"b'Fuji Kiseki, Monologue'"
b'Finale: Light through Yonder Window',"b'Fuji Kiseki, Monologue'"
"b""Can't Stop the Beat""","b'Fuji Kiseki, Host, Monologue'"
b'Words Do No Justice',"b'Caster, Fuji Kiseki'"
b'My Lucky Star',"b""Fuji Kiseki, Fuji's Mother, Host, Monologue, Spectator A"""
b'Ready for a Challenge',b'Fuji Kiseki'
b'Not This Time!',b'Fuji Kiseki'
b'Claw Machine!',"b'???, Fuji Kiseki, Monologue'"
b'Claw Machine: Great Success!',"b'Fuji Kiseki, Monologue'"
b'Claw Machine: Success!',"b'Fuji Kiseki, Monologue'"
b'Claw Machine: Failure...',"b'Fuji Kiseki, Monologue'"
b'Claw Machine: Great Success!',b'Fuji Kiseki'
b'Claw Machine: Success!',b'Fuji Kiseki'
b'Master Trainer',"b'Fuji Kiseki, Monologue'"
b'Dance Lesson',b'Fuji Kiseki'
b'Fan Letter',"b'Fuji Kiseki, Monologue'"
b'Magical Mishap',"b'Fuji Kiseki, Monologue, Younger Umamusume'"
b'A Hoarse Voice',b'Fuji Kiseki'
b'So Sweet It Gives You Heartburn',"b'Fuji Kiseki, Monologue, Younger Umamusume'"
b'A Gracious Doorkeeper',"b'Fuji Kiseki, Fuji Plush, Hishi Amazon, Hishi Amazon(?), Narita Brian, Rito Dorm Delinquent, Rito Dorm Residents'"
b'@DREAM_MAKER',"b'@Dreamer4385, @PrisonerSheep21, Curren Chan, Fuji Kiseki, Monologue'"
b'Two Superstars Compete',"b'Fuji Kiseki, Monologue, T. M. Opera O'"
b'No Regrets',"b'Fuji Kiseki, Young Fuji'"
b'For Your Sake Alone',"b'Event Staff, Female Participant, Fuji Kiseki, Male Participant, Zombies'"
b'The Greatest Blessing in Life',"b'Cat, Fuji Kiseki'"
b'One Act from the Wings',"b'Fuji Kiseki, Monologue, Stage Actor'"
b'Stargazing',b'Fuji Kiseki'
b'Intermission: Ready to Love',"b'Fuji Fan A, Fuji Fan B, Fuji Fan C, Fuji Fan D, Fuji Fans, Fuji Kiseki, Hishi Amazon, Monologue, Rito Dorm Resident'"
b'A Prince in the Darkness',"b'Fuji Kiseki, Mayano Top Gun'"
b'Night Owl',b'Fuji Kiseki'
b'Skin Troubles',b'Fuji Kiseki'
b'Race Fatigue',"b'Fuji Kiseki, Monologue'"
b'After Repeated Races...',"b'Fuji Kiseki, Monologue'"
b'Victory!',b'Fuji Kiseki'
b'Solid Showing',b'Fuji Kiseki'
b'Defeat',b'Fuji Kiseki'
b'No More Losing!',b'Fuji Kiseki'
b'Sleep Deprived',"b'Fuji Kiseki, Monologue'"
b'All Refreshed',"b'Fuji Kiseki, Monologue'"
b'Well-Rested!',b'Fuji Kiseki'
b'Praying at the Shrine!',"b'Fuji Kiseki, Monologue, Silence Suzuka, Special Week'"
b'Slacking Off',"b'Fuji Kiseki, Monologue'"
b'Get Well Soon!',b'Fuji Kiseki'
"b""Don't Overdo It!""","b'Fuji Kiseki, Monologue'"
b'At the Infirmary',"b'???, Fuji Kiseki, Monologue, Spectators, Umamusume'"
b'Extra Training',"b'Fuji Kiseki, Hishi Amazon'"
b'Back in Shape!',b'Fuji Kiseki'
b'Go Easy on the Affection',"b'Fuji Kiseki, Monologue, Young Umamusume A'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Fuji Kiseki, Sasami Anshinzawa'"
b'As You Wish...',"b'Fuji Kiseki, Monologue, Umamusume A'"
b'Migraine Blues',b'Fuji Kiseki'
b'What a Wonderful Stage!',"b'Agnes Digital, Darling Ponies, Fuji Kiseki, Inspired Pony, Pony Bystander A'"
b'My Dear Sister',"b'Fuji Kiseki, Monologue, Scammer A (Woman), Zenno Rob Roy'"
b'A Quiet Moment',"b'Fuji Kiseki, Haru Urara'"
b'Pretty City',"b""Caster, Gold City, Gold City's Manager, Monologue, New Trainer A, Tosen Jordan, Trainers, Veteran Trainer A"""
b'Big Break',"b'Gold City, Skilled Trainer A'"
b'Run(my)way',"b'Gold City, Monologue, Skilled Trainer A, Tosen Jordan, Umamusume A, Umamusume B'"
b'Lost and Found',"b""Gold City, Gold City's Manager, Monologue"""
b'Calling',"b""Gold City, Gold City's Manager, Monologue"""
b'Two Roads',b'Gold City'
b'Star Power',"b""Boy, Fan, Girl, Gold City, Gold City's Manager, Monologue, Stall Staff, Umamusume A, Umamusume B, Umamusume C"""
b'Introducing Gold City!',"b""???, City's Manager, Fan A, Fan B, Fans, Gold City, TV, Tamamo Cross"""
b'Trust and Awkward Smiles',"b'Gold City, Photo Shoot Staff, Photographer'"
b'Before the Debut',"b'Fans, Gold City, Reporter A, Reporter B'"
b'After the Debut: The Path Ahead',"b'Gold City, Monologue, Reporter A, Reporter B'"
b'Support and Expectations',"b'Gold City, Tosen Jordan'"
b'Before the Hanshin J.F.',"b'Gold City, Reporters'"
b'After the Hanshin J.F.: Volition',"b""City's Manager, Fan A, Fan B, Gold City, Monologue, Spectators, Tamamo Cross"""
"b""New Year's Resolutions""","b'Gold City, Townspeople, Yukino Bijin'"
b'Anger and Frustration',"b'City and Tamamo, Gold City, Monologue, Tamamo Cross'"
b'Before the Satsuki Sho',b'Gold City'
b'After the Satsuki Sho: Change',"b'Fan A, Fan B, Gold City, Tamamo Cross'"
b'Exaltation and Impatience',"b'Gold City, Tamamo Cross, Tosen Jordan'"
b'Before the Japanese Derby',b'Gold City'
b'After the Japanese Derby: Stronger',"b'Fan A, Fan B, Gold City, Spectators'"
b'After the Japanese Derby: Stronger',"b'Fan A, Fan B, Gold City, Spectators'"
b'Summer Camp (Year 2) Begins!',"b'Gold City, Monologue'"
b'At Summer Camp (Year 2)',"b'Daitaku Helios, Gold City, Inari One, Tamamo Cross, Tosen Jordan'"
b'Summer Camp (Year 2) Ends',"b'Gold City, Inari One, Monologue, Tamamo Cross'"
b'Before the Kikuka Sho',b'Gold City'
b'After the Kikuka Sho: Doll',"b'Gold City, Monologue, Spectators, Tosen Jordan'"
b'Before the Arima Kinen',"b'Fan A, Fan B, Gold City, Tamamo Cross'"
b'After the Arima Kinen: Resignation',"b""City's Manager, Fan A, Fan B, Gold City, Spectators, Tamamo Cross"""
b'After the Arima Kinen: Envy',"b""City's Manager, Fan A, Fan B, Gold City, Spectators, Tamamo Cross"""
"b""New Year's Shrine Visit""",b'Gold City'
b'Raffle Time!',"b'Gold City, Raffle Clerk'"
"b""Valentine's Day""","b'Gold City, Monologue, Younger Student'"
b'Before the Osaka Hai',b'Gold City'
b'After the Osaka Hai: Keep Running',"b""City's Manager, Fan A, Fan B, Gold City"""
b'Fan Fest',"b""Bamboo Memory, City and Bamboo, City's Fan, Fan A, Fans, Gold City, Narita Brian"""
b'Empty',"b'Gold City, Monologue, Tamamo Cross'"
b'Before the Tenno Sho (Spring)',"b""City's Manager, Gold City, Tamamo Cross"""
b'After the Tenno Sho (Spring): I Want to Win',"b""City's Manager, Gold City, Monologue, Tamamo Cross"""
"b""After the Tenno Sho (Spring): I Won't Give In""","b""City's Manager, Gold City, Monologue, Spectators, Tamamo Cross"""
b'Before the Takarazuka Kinen',"b'Gold City, Tamamo Cross'"
b'After the Takarazuka Kinen: Burning',"b'Gold City, Tamamo Cross'"
b'After the Takarazuka Kinen: Fired Up',"b'Gold City, Monologue, Tamamo Cross'"
b'Summer Camp (Year 3) Begins!',b'Gold City'
b'Golden Sunset',"b'Gold City, Yukino Bijin'"
b'Summer Camp (Year 3) Ends',"b'Gold City, Monologue'"
b'Before the Japan Cup',"b'Fan A, Fan B, Gold City'"
b'After the Japan Cup: This Is Me',"b'Fan A, Fan B, Gold City, Monologue, Spectators'"
b'Holiday Season',"b'Gold City, Makeup Artist, Monologue, Photographer, Stylist'"
b'Hot Spring Getaway',"b'Gold City, Monologue'"
b'Ending (Normal)',"b'Gold City, Monologue'"
b'Running Toward the Light',"b""City's Manager, Gold City"""
b'Victory!',b'Gold City'
b'Solid Showing',b'Gold City'
b'Defeat',b'Gold City'
b'No More Losing!',b'Gold City'
b'Victory!',b'Gold City'
b'Solid Showing',b'Gold City'
b'Defeat',b'Gold City'
b'No More Losing!',b'Gold City'
b'Ready for a Challenge',b'Gold City'
b'Not This Time!',b'Gold City'
b'Claw Machine!',"b'Gold City, Monologue'"
b'Claw Machine: Great Success!',b'Gold City'
b'Claw Machine: Success!',"b'Gold City, Monologue'"
b'Claw Machine: Failure...',"b'Gold City, Monologue'"
b'Claw Machine: Great Success!',b'Gold City'
b'Claw Machine: Success!',b'Gold City'
b'Master Trainer',"b'Gold City, Tosen Jordan'"
b'Dance Lesson',"b'Gold City, Oguri Cap'"
b'Fan Letter',"b'Bamboo Memory, Gold City'"
b'The Road Home',"b'Gold City, Train Announcement'"
b'A Taxing Photo Shoot',"b'Gold City, Photographer A'"
b'Boba Trap',"b'Gold City, Photo Shoot Staff'"
"b""City's Salon""","b'Biko Pegasus, Both Umamusume, Gold City, Monologue, Shinko Windy, Umamusume A, Umamusume B, Umamusume C'"
b'Never Skip Meals',"b'Gold City, Yukino Bijin'"
b'Dorm Quiz Battle',"b'Director Akikawa, Fuji Kiseki, Gold City, Hishi Amazon, Miho Dormitory Students, Monologue, Ritto Dormitory Students, Sakura Bakushin O'"
b'Might as Well',"b'Gold City, Tosen Jordan'"
b'Words Unspoken',"b'Gold City, Monologue, Yukino Bijin'"
b'Barefoot',b'Gold City'
b'Wanderlust',"b'Gold City, Inari One'"
b'Yoga Pose!',"b'???, Gold City, Kawakami Princess, Monologue'"
b'The Work of a Model',"b'Gold City, Photographer, School Girl A, School Girl B'"
b'I Overslept!',"b'Gold City, Monologue'"
b'Learn from the Runway',b'Gold City'
b'Night Owl',"b""City's Manager, Gold City"""
b'Skin Troubles',b'Gold City'
b'Race Fatigue',b'Gold City'
b'After Repeated Races...',b'Gold City'
b'Victory!',b'Gold City'
b'Solid Showing',b'Gold City'
